Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,53,Business travel,Business,458,2,3,3,3,5,3,4,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,67,5,5,5,5,3,1,1,4,4,4,5,1,4,2,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Eco,404,3,1,3,1,3,3,3,3,2,1,2,4,2,3,7,11.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,591,1,1,1,1,1,3,1,5,5,5,5,4,5,1,0,0.0,satisfied
Female,disloyal Customer,37,Business travel,Eco,462,2,2,2,4,5,2,5,5,1,4,4,3,4,5,3,8.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,919,2,1,2,3,4,3,2,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,3981,3,3,5,3,3,4,4,4,4,4,4,5,4,5,0,9.0,satisfied
Female,Loyal Customer,58,Personal Travel,Eco,2075,4,5,4,3,2,3,5,1,1,4,4,3,1,5,75,84.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,2137,3,3,3,3,4,1,3,5,5,5,5,5,5,2,0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Business,3487,1,1,1,1,4,2,4,5,5,5,5,2,5,2,0,0.0,satisfied
Male,Loyal Customer,42,Personal Travel,Eco,268,1,3,1,4,2,1,2,2,1,1,3,2,4,2,46,67.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,192,2,2,2,2,4,2,4,4,2,1,3,1,3,4,21,23.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,3627,4,2,3,2,4,4,4,4,4,4,4,4,4,1,20,39.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Eco,650,1,5,5,5,2,4,3,2,2,1,2,3,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,312,3,5,3,1,2,3,2,2,5,4,4,5,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,1556,3,3,3,3,4,3,4,2,5,4,5,4,3,4,140,125.0,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,1497,4,4,4,1,3,4,1,3,1,2,5,3,4,3,0,0.0,satisfied
Female,Loyal Customer,45,Business travel,Eco,331,1,3,3,3,4,4,3,1,1,1,1,1,1,3,26,30.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,1744,4,4,4,4,5,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,30,Personal Travel,Eco Plus,1892,2,4,3,4,3,3,3,3,1,4,3,3,3,3,12,7.0,neutral or dissatisfied
Male,disloyal Customer,36,Business travel,Business,254,1,1,1,3,1,1,1,1,3,2,4,2,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Eco Plus,728,2,4,4,4,3,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,1849,3,5,3,4,5,3,5,5,5,4,4,1,4,5,45,42.0,neutral or dissatisfied
Female,disloyal Customer,33,Business travel,Eco,413,1,4,1,4,5,1,5,5,1,3,4,4,3,5,4,12.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1303,3,3,2,3,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco,135,0,0,0,3,2,0,2,2,2,4,5,3,4,2,30,26.0,satisfied
Male,Loyal Customer,44,Business travel,Business,338,1,1,1,1,2,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,26,Business travel,Business,3960,1,1,1,1,4,4,4,4,4,2,5,4,4,4,45,48.0,satisfied
Male,Loyal Customer,55,Business travel,Business,447,2,2,2,2,3,5,4,2,2,2,2,5,2,4,16,20.0,satisfied
Male,Loyal Customer,17,Personal Travel,Eco,1773,4,3,4,4,3,4,2,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,3642,1,1,1,1,1,2,2,4,4,4,4,2,4,1,29,27.0,satisfied
Female,Loyal Customer,53,Business travel,Business,2133,3,5,3,3,3,5,4,4,4,4,4,5,4,3,2,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,3623,5,5,5,5,5,5,5,4,4,4,4,3,4,5,9,21.0,satisfied
Female,Loyal Customer,41,Business travel,Eco Plus,387,2,3,3,3,2,4,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,3360,5,1,5,5,5,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
Female,disloyal Customer,59,Business travel,Eco,489,3,1,3,4,3,3,3,3,4,1,3,1,3,3,4,0.0,neutral or dissatisfied
Male,Loyal Customer,22,Personal Travel,Eco,308,1,5,1,2,4,1,4,4,4,5,5,5,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,448,2,4,2,1,2,2,2,2,3,2,5,4,5,2,1,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,594,5,5,4,5,5,5,5,5,3,4,5,3,4,5,0,2.0,satisfied
Female,Loyal Customer,58,Business travel,Business,3147,2,2,2,2,3,5,4,4,4,5,4,3,4,4,8,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,1165,2,2,3,2,4,4,4,5,5,4,5,3,5,4,65,91.0,satisfied
Female,Loyal Customer,24,Business travel,Business,3108,4,4,4,4,4,4,4,4,5,4,5,5,5,4,0,21.0,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,370,1,4,1,3,4,4,4,5,5,1,5,1,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,Personal Travel,Eco,562,2,1,2,4,4,2,4,4,1,1,4,1,3,4,7,15.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,3973,3,3,3,3,2,4,4,3,3,3,3,5,3,3,10,2.0,satisfied
Female,Loyal Customer,22,Business travel,Business,563,3,3,3,3,4,4,4,4,3,5,1,2,2,4,38,30.0,satisfied
Female,Loyal Customer,45,Business travel,Business,2565,4,4,5,4,4,2,3,4,4,4,4,1,4,1,86,73.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,488,5,5,2,5,3,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,2585,5,5,5,5,5,4,4,4,4,3,4,3,4,3,0,0.0,satisfied
Female,Loyal Customer,74,Business travel,Business,1569,3,3,3,3,4,3,4,4,4,4,4,2,4,2,1,0.0,satisfied
Female,Loyal Customer,42,Business travel,Eco Plus,259,4,2,2,2,3,3,4,4,4,4,4,1,4,1,0,4.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco Plus,1076,3,0,3,3,5,3,5,5,3,4,4,4,1,5,16,0.0,neutral or dissatisfied
Female,Loyal Customer,15,Business travel,Business,2152,3,4,4,4,3,3,3,3,2,5,4,4,3,3,12,6.0,neutral or dissatisfied
Female,Loyal Customer,13,Personal Travel,Eco,630,3,4,3,1,4,3,4,4,5,5,2,2,3,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,27,Business travel,Eco,1074,5,4,5,4,5,5,5,5,1,4,1,2,4,5,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,1964,0,0,0,4,3,3,1,2,2,2,2,1,2,3,25,31.0,satisfied
Male,Loyal Customer,54,Business travel,Business,2913,4,4,4,4,4,4,4,4,4,4,4,4,4,4,26,9.0,satisfied
Female,Loyal Customer,30,Business travel,Business,1951,3,4,4,4,3,3,3,3,4,3,4,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,20,Personal Travel,Business,2133,3,3,3,3,2,3,2,2,1,3,4,2,4,2,12,2.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,3248,4,4,4,4,4,4,5,5,5,5,5,5,5,4,14,0.0,satisfied
Female,Loyal Customer,25,Personal Travel,Eco Plus,641,2,5,3,1,1,3,1,1,4,3,5,4,5,1,1,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,137,1,1,1,3,1,1,1,1,2,4,3,3,3,1,57,55.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1699,2,2,2,2,2,5,4,4,4,4,4,5,4,5,2,0.0,satisfied
Female,Loyal Customer,41,Business travel,Business,645,3,3,3,3,5,5,5,4,4,5,4,4,4,3,0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,262,3,0,3,4,1,3,1,1,4,2,3,5,1,1,2,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,1147,2,2,2,2,5,5,5,5,5,2,5,4,4,5,12,67.0,satisfied
Female,Loyal Customer,44,Business travel,Business,2820,1,1,1,1,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,1190,2,4,4,4,1,4,3,2,2,2,2,1,2,4,0,6.0,neutral or dissatisfied
Male,Loyal Customer,40,Personal Travel,Eco,1487,3,5,3,4,1,3,1,1,5,4,3,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,2615,2,4,2,2,2,3,3,4,3,5,5,3,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Personal Travel,Eco,802,3,3,3,3,3,5,4,3,3,3,4,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,1728,4,5,4,3,2,4,2,2,4,4,4,5,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,3078,4,4,4,4,4,1,5,4,4,4,4,5,4,3,2,0.0,satisfied
Male,Loyal Customer,43,Business travel,Eco Plus,296,4,4,4,4,4,4,4,4,5,3,2,2,5,4,1,0.0,satisfied
Male,Loyal Customer,34,Business travel,Business,2688,2,5,5,5,5,4,4,2,2,2,2,2,2,3,0,11.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Eco,1235,3,3,4,3,3,3,3,3,4,4,1,1,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,733,1,4,3,4,2,4,3,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,2449,3,1,1,1,5,3,4,3,3,3,3,4,3,2,13,1.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,2153,3,4,3,3,1,3,1,1,4,5,5,4,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,Personal Travel,Business,2422,2,5,2,3,2,5,5,3,2,5,4,5,4,5,3,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1334,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,55,Business travel,Business,2771,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,189,3,5,3,1,4,4,4,1,1,3,1,5,1,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,290,4,5,4,2,3,4,3,3,5,2,4,5,4,3,0,10.0,satisfied
Female,Loyal Customer,65,Personal Travel,Eco,2717,1,4,1,2,1,1,4,5,3,3,4,4,5,4,1,25.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,1325,4,0,4,2,2,4,2,2,4,5,5,5,4,2,5,0.0,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,338,2,1,1,4,1,1,1,1,1,2,3,1,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,554,1,1,1,1,3,4,4,3,3,3,3,5,3,5,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,2721,1,1,1,1,2,4,5,5,5,5,5,3,5,5,1,0.0,satisfied
Female,Loyal Customer,39,Business travel,Business,2412,3,2,2,2,5,4,3,3,3,3,3,2,3,2,3,9.0,neutral or dissatisfied
Male,disloyal Customer,50,Business travel,Eco Plus,674,2,2,2,3,1,2,3,1,4,5,4,2,3,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1021,1,0,0,3,0,5,5,4,2,4,4,5,4,5,269,255.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Eco,1533,3,5,5,5,3,4,3,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,223,2,2,2,2,3,5,4,4,4,4,5,5,4,4,0,0.0,satisfied
Female,Loyal Customer,43,Business travel,Eco,936,2,1,1,1,5,4,2,2,2,2,2,2,2,2,9,14.0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,2447,1,3,1,4,1,3,3,2,1,3,4,3,3,3,282,286.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,3638,5,5,5,5,4,5,4,4,4,4,4,3,4,4,2,0.0,satisfied
Female,disloyal Customer,62,Business travel,Eco,366,2,2,2,3,3,2,3,3,2,3,3,1,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,449,4,4,2,4,2,4,4,4,4,4,4,5,4,5,3,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,3016,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,4.0,satisfied
Male,Loyal Customer,43,Business travel,Business,3744,3,1,3,3,1,3,3,3,3,3,3,2,3,2,45,43.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Eco,788,5,5,5,5,4,5,1,5,5,5,5,1,5,1,3,0.0,satisfied
Female,Loyal Customer,46,Business travel,Business,159,2,2,2,2,4,4,4,5,5,5,5,3,5,3,35,30.0,satisfied
Female,Loyal Customer,45,Business travel,Eco,1041,3,3,3,3,2,4,4,3,3,3,3,3,3,4,0,14.0,neutral or dissatisfied
Female,Loyal Customer,66,Personal Travel,Eco,1440,1,4,0,2,3,3,5,4,4,0,4,5,4,5,10,28.0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,1179,2,4,2,4,2,2,2,2,4,3,4,5,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,1524,1,1,1,1,2,5,4,5,5,5,5,3,5,3,6,0.0,satisfied
Female,Loyal Customer,36,Business travel,Business,1389,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,19.0,satisfied
Male,Loyal Customer,30,Business travel,Eco Plus,248,2,2,2,2,2,2,2,2,4,1,4,3,3,2,28,28.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,3112,5,5,5,5,5,5,4,5,5,5,5,3,5,5,0,25.0,satisfied
Female,Loyal Customer,50,Business travel,Business,1522,4,3,4,4,2,4,4,4,4,4,4,1,4,3,0,16.0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Eco,1504,4,2,2,2,4,4,3,4,4,2,5,4,1,4,2,14.0,satisfied
Male,disloyal Customer,39,Business travel,Eco,421,2,3,2,3,4,2,4,4,1,3,1,4,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Business,216,4,4,4,5,4,4,4,4,2,1,4,4,1,4,0,0.0,satisfied
Male,Loyal Customer,36,Personal Travel,Eco,733,4,5,4,4,1,4,1,1,5,5,1,5,3,1,0,5.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,1567,4,4,5,4,5,5,5,5,4,2,4,3,5,5,15,15.0,satisfied
Female,Loyal Customer,32,Business travel,Eco Plus,529,2,3,3,3,2,2,2,2,3,5,3,2,4,2,11,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,3331,4,4,4,4,5,5,4,4,4,4,4,5,4,4,14,10.0,satisfied
Female,disloyal Customer,24,Business travel,Business,590,4,1,4,4,3,4,3,3,3,2,4,4,5,3,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Eco,359,4,1,1,1,4,4,4,4,2,1,3,2,4,4,30,28.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Eco,239,4,3,3,3,4,4,4,4,1,3,4,3,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Business,404,5,5,5,5,2,4,5,5,5,5,5,3,5,3,47,41.0,satisfied
Male,Loyal Customer,52,Business travel,Business,3382,4,4,4,4,4,4,5,5,5,5,5,3,5,5,18,36.0,satisfied
Male,Loyal Customer,17,Personal Travel,Eco,237,3,5,0,2,2,0,2,2,4,2,4,3,5,2,8,45.0,neutral or dissatisfied
Female,disloyal Customer,39,Business travel,Business,406,4,4,4,4,4,4,4,4,1,1,4,2,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,21,Business travel,Eco,1208,3,3,3,5,2,3,2,2,4,5,5,4,5,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Business,1116,4,4,4,4,2,4,2,2,3,2,5,5,4,2,0,0.0,satisfied
Female,Loyal Customer,21,Business travel,Business,543,1,1,1,1,1,1,1,1,3,1,4,3,4,1,13,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Eco Plus,1028,1,1,1,2,5,1,5,5,5,5,3,4,3,5,9,3.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,1916,5,5,5,5,4,4,5,5,5,5,5,3,5,4,2,0.0,satisfied
Male,Loyal Customer,55,Business travel,Eco,277,2,4,4,4,2,2,2,2,2,4,4,1,3,2,7,13.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,116,3,3,3,3,4,4,1,5,5,5,5,5,5,4,16,25.0,satisfied
Male,Loyal Customer,42,Business travel,Business,3869,2,2,5,2,3,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,2839,3,4,4,4,3,3,3,3,3,2,3,4,3,1,37,52.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,1538,3,3,3,3,3,5,5,4,4,4,4,3,4,4,1,11.0,satisfied
Male,Loyal Customer,18,Business travel,Business,316,1,4,4,4,1,1,1,1,1,5,4,4,3,1,0,3.0,neutral or dissatisfied
Female,Loyal Customer,39,Personal Travel,Eco,280,2,4,2,1,3,2,5,3,4,4,4,4,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,2454,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2,19.0,satisfied
Male,Loyal Customer,42,Business travel,Business,862,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,68,Personal Travel,Eco,545,4,2,4,3,4,4,4,4,1,3,3,4,3,4,18,31.0,neutral or dissatisfied
Female,disloyal Customer,12,Business travel,Eco,925,1,1,1,4,3,1,3,3,2,4,4,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,308,1,5,1,3,2,1,2,2,4,5,5,3,5,2,3,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco,1399,3,1,3,4,3,3,4,3,1,1,3,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,Personal Travel,Eco,337,4,5,5,1,4,5,1,4,3,2,4,3,5,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,43,Business travel,Business,1979,3,3,3,1,2,3,2,2,5,3,5,4,5,2,0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,3727,4,4,4,4,4,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,2000,4,4,4,4,4,5,4,5,5,5,5,5,5,5,24,7.0,satisfied
Female,disloyal Customer,20,Business travel,Eco,925,4,4,4,3,5,4,5,5,4,1,4,4,4,5,38,62.0,neutral or dissatisfied
Female,Loyal Customer,59,Personal Travel,Eco,773,4,4,4,4,4,5,4,5,5,4,5,4,5,5,21,23.0,neutral or dissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,109,3,5,3,4,4,3,4,4,1,3,5,2,1,4,0,1.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1020,3,2,2,4,2,3,3,1,5,3,3,3,4,3,123,134.0,neutral or dissatisfied
Male,disloyal Customer,65,Business travel,Eco,126,2,1,2,2,2,5,1,2,3,1,1,1,3,1,195,184.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,1524,3,3,3,3,2,5,5,3,3,3,3,4,3,5,6,0.0,satisfied
Female,disloyal Customer,41,Business travel,Business,74,4,5,5,2,4,5,4,4,1,5,4,3,2,4,0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,2534,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
Male,disloyal Customer,42,Business travel,Eco,1327,4,4,4,4,1,4,5,1,4,3,3,1,1,1,7,6.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,959,4,3,3,4,4,5,5,4,4,4,4,5,4,5,6,40.0,neutral or dissatisfied
Male,Loyal Customer,65,Personal Travel,Business,1598,2,5,2,4,4,4,4,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,56,Business travel,Eco,205,4,4,4,4,5,4,5,5,1,2,1,4,5,5,0,0.0,satisfied
Male,Loyal Customer,70,Personal Travel,Eco,1416,2,3,1,4,4,1,2,4,1,5,3,3,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3150,2,2,2,2,2,4,5,4,4,4,5,3,4,5,0,0.0,satisfied
Male,Loyal Customer,37,Personal Travel,Eco,475,1,2,1,4,4,1,2,4,2,3,4,4,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,2285,4,4,4,4,1,4,3,5,5,5,5,3,5,1,0,1.0,satisfied
Female,Loyal Customer,19,Personal Travel,Eco,1771,3,2,3,2,3,3,3,3,3,1,2,2,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,2066,5,5,5,5,5,5,5,4,4,4,4,5,4,5,23,10.0,satisfied
Female,Loyal Customer,49,Business travel,Business,3996,2,2,2,2,5,4,5,5,5,5,5,5,5,3,46,56.0,satisfied
Male,Loyal Customer,22,Business travel,Business,345,0,0,0,2,2,2,2,2,3,3,5,5,5,2,21,10.0,satisfied
Male,Loyal Customer,57,Personal Travel,Eco,931,3,4,3,3,4,3,4,4,4,5,4,3,5,4,0,13.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Business,2586,5,4,5,3,1,4,1,1,4,5,4,3,5,1,0,0.0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,919,3,4,3,2,4,3,4,4,3,3,5,4,4,4,11,9.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,1045,3,3,3,3,1,3,1,1,5,3,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco,306,1,4,4,4,1,1,1,1,3,5,3,1,3,1,0,7.0,neutral or dissatisfied
Male,disloyal Customer,34,Business travel,Eco,1193,2,1,1,3,3,2,3,3,1,1,2,4,4,3,50,30.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Eco,2562,5,3,3,3,4,4,1,4,4,5,4,3,4,1,0,0.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,937,3,2,3,2,1,3,1,1,2,4,2,1,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,32,Business travel,Eco Plus,403,2,2,2,3,2,2,2,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1471,2,4,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,349,0,0,0,4,2,0,2,2,3,3,3,3,2,2,0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,896,3,4,4,4,3,3,3,4,2,2,2,3,1,3,208,208.0,neutral or dissatisfied
Male,Loyal Customer,10,Personal Travel,Eco,991,3,4,3,5,5,3,5,5,5,2,5,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,3532,2,2,2,2,4,4,5,5,5,5,5,5,5,3,109,100.0,satisfied
Female,Loyal Customer,45,Business travel,Eco,499,4,2,2,2,2,3,3,4,4,4,4,4,4,4,0,12.0,neutral or dissatisfied
Female,disloyal Customer,47,Business travel,Business,446,3,3,3,5,4,3,4,4,4,3,5,3,4,4,14,6.0,neutral or dissatisfied
Female,disloyal Customer,35,Business travel,Eco,907,3,3,3,4,1,3,1,1,1,2,4,4,3,1,30,54.0,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,1020,3,3,3,3,2,3,2,2,3,5,1,1,1,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,48,Business travel,Eco,199,3,3,3,1,1,3,1,1,1,3,3,2,2,1,5,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Business,228,4,4,4,3,4,4,5,4,2,5,5,1,1,4,1,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,742,4,4,4,4,5,5,4,3,3,4,3,5,3,3,0,0.0,satisfied
Male,Loyal Customer,25,Personal Travel,Eco,311,3,4,4,3,1,4,2,1,4,2,2,5,2,1,0,10.0,neutral or dissatisfied
Female,Loyal Customer,25,Personal Travel,Eco,1126,2,2,2,3,5,2,5,5,2,4,4,1,4,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,329,3,1,3,4,1,3,1,1,2,5,3,4,4,1,0,10.0,neutral or dissatisfied
Female,Loyal Customer,26,Business travel,Business,2941,3,3,3,3,3,3,3,3,1,4,3,3,4,3,7,16.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,391,5,5,5,5,3,3,3,3,3,3,5,5,1,3,17,10.0,satisfied
Male,Loyal Customer,32,Business travel,Business,1576,2,1,1,1,2,2,2,2,3,5,2,2,2,2,69,64.0,neutral or dissatisfied
Female,Loyal Customer,59,Personal Travel,Business,236,3,2,3,2,2,2,3,2,2,3,2,2,2,4,5,0.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,406,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,0.0,satisfied
Male,Loyal Customer,35,Business travel,Business,2565,1,1,1,1,4,3,5,2,2,2,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,44,Business travel,Business,1909,4,4,4,4,2,4,4,5,5,5,4,3,5,5,10,0.0,satisfied
Female,Loyal Customer,59,Business travel,Business,1819,4,4,4,4,3,1,3,4,4,4,4,3,4,5,32,14.0,satisfied
Female,Loyal Customer,35,Business travel,Business,404,4,4,4,4,3,4,5,2,2,2,2,3,2,5,0,21.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1884,3,3,3,3,3,1,5,3,3,5,3,1,3,4,32,33.0,satisfied
Female,Loyal Customer,37,Business travel,Business,1966,5,1,5,5,1,3,5,4,4,4,4,1,4,1,0,0.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,937,4,1,4,4,5,4,4,5,3,5,3,2,4,5,24,7.0,neutral or dissatisfied
Female,Loyal Customer,30,Personal Travel,Eco,373,1,4,1,4,2,1,2,2,4,4,3,1,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,10,Personal Travel,Eco,551,3,3,3,3,3,3,5,3,4,5,4,2,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,63,Business travel,Business,222,4,4,4,4,1,1,1,4,4,4,5,3,4,5,5,1.0,satisfied
